Year,AnnÈe,ISO,Jurisdiction,Juridiction,Month,Mois,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de donnÈes
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,7.05,a,7.05,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,235.71,a,235.71,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,209.54,a,209.54,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,2.16,a,2.16,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,3.6,a,3.6,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2.99,a,2.99,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,63.29,a,63.29,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1.43,a,1.43,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,0.22,a,0.22,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,70.56,a,70.56,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,160.48,a,160.48,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,5.4,a,5.4,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,16.73,a,16.73,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,189.83,a,189.83,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,20.87,a,20.87,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,3.32,a,3.32,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,39.65,a,39.65,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,124.08,a,124.08,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,14.95,a,14.95,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,5.59,a,5.59,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,21.28,a,21.28,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2.38,a,2.38,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,4.2,a,4.2,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,0.41,a,0.41,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,190.01,a,190.01,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,1028.86,a,1028.86,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,6.94,a,6.94,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,19.95,a,19.95,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,3,a,3,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,3.39,a,3.39,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,55.11,a,55.11,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,0.4,a,0.4,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,27.3,a,27.3,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,180.72,a,180.72,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,23.16,a,23.16,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,1.47,a,1.47,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,1.07,a,1.07,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0.6,a,0.6,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0,a,0,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,12,a,12,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,433,a,433,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,9,a,9,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,21,a,21,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,1,a,1,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,15,a,15,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,4,a,4,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1088,a,1088,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,414,a,414,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,66,a,66,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,4,a,4,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,2,a,2,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,60,a,60,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,319,a,319,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,285,a,285,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,5,a,5,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,18,a,18,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,0,a,0,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,1,a,1,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,7,a,7,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,279,a,279,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,71,a,71,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,2335,a,2335,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,6,a,6,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,0,a,0,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0,a,0,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,0,a,0,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,857,a,857,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,24,a,24,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,0,a,0,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,1,a,1,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,0,a,0,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,1,a,1,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,5.5,a,5.5,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,253.17,a,253.17,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,134.86,a,134.86,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,36.87,a,36.87,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,5.34,a,5.34,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,17.52,a,17.52,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,123.59,a,123.59,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,3.83,a,3.83,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,0.36,a,0.36,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,1.64,a,1.64,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,0.13,a,0.13,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,3.2,a,3.2,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,82.1,a,82.1,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,226.55,a,226.55,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,25.74,a,25.74,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,3.64,a,3.64,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,16.19,a,16.19,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,5.18,a,5.18,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2.41,a,2.41,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1.64,a,1.64,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,144.9,a,144.9,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,152.115,a,152.115,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,0.25,a,0.25,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,0.92,a,0.92,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,1.422,a,1.422,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0.1,a,0.1,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0.3202,a,0.3202,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,0.18,a,0.18,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,135.78,a,135.78,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,383.86,a,383.86,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,13.1331,a,13.1331,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,26.58,a,26.58,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,1.701,a,1.701,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2.9064,a,2.9064,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,0.1,a,0.1,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,498.778,a,498.778,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,1.3679,a,1.3679,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,11.973,a,11.973,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,1.18,a,1.18,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,3.351,a,3.351,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0.25,a,0.25,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,2.49,a,2.49,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,264.551,a,264.551,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,59.321,a,59.321,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,26.113,a,26.113,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,15.783,a,15.783,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,429.485,a,429.485,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,4.731,a,4.731,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,571.84,a,571.84,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,0.78,a,0.78,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,0.15,a,0.15,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,0,a,0,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0,a,0,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,22.5999999,a,22.5999999,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,99.38000026,a,99.38000026,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,28.07000011,a,28.07000011,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,31.06999995,a,31.06999995,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,4.759999955,a,4.759999955,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,3.150000025,a,3.150000025,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,6.3800001,a,6.3800001,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,0.11,a,0.11,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,24.55,a,24.55,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,18.02,a,18.02,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,47.41,a,47.41,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,16.04,a,16.04,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,2.33,a,2.33,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,27.62,a,27.62,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,0.69,a,0.69,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,54.64,a,54.64,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,3838.41,a,3838.41,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,100678.28,a,100678.28,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,45.56,a,45.56,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,0.51,a,0.51,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,7.61,a,7.61,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,14135.78,a,14135.78,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,133586.08,a,133586.08,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,77736.2,a,77736.2,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,0.75,a,0.75,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,33.07,a,33.07,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,9548.45,a,9548.45,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,21961.16,a,21961.16,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,5200.79,a,5200.79,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,205.98,a,205.98,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,December,DÈcembre,0.02,a,0.02,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,7420.85,a,7420.85,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,98077.91,a,98077.91,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,758719.67,a,758719.67,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,65.82,a,65.82,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1.56,a,1.56,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,January,Janvier,0.02,a,0.02,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,6.55,a,6.55,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,0.2,a,0.2,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,December,DÈcembre,0.5,a,0.5,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,February,FÈvrier,0.01,a,0.01,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,0.75,a,0.75,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,27941.01,a,27941.01,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,1057680.22,a,1057680.22,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,1732458.96,a,1732458.96,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,203213.5,a,203213.5,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,6012.83,a,6012.83,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,0.01,a,0.01,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,0.1,a,0.1,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,200,a,200,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,69031.91,a,69031.91,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,2491437.67,a,2491437.67,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,28777.48,a,28777.48,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,253904.45,a,253904.45,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,14.82,a,14.82,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1.5,a,1.5,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2014.01,a,2014.01,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,281701.6,a,281701.6,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,86436.9,a,86436.9,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,1390.71,a,1390.71,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,0.01,a,0.01,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,5539.24,a,5539.24,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,120774.08,a,120774.08,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,204.84,a,204.84,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,13.1,a,13.1,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,14035.62,a,14035.62,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,306511.26,a,306511.26,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,1077845.83,a,1077845.83,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,60566.6,a,60566.6,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,0.85,a,0.85,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,3358,a,3358,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,7802.01,a,7802.01,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,412386.78,a,412386.78,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,109823.67,a,109823.67,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,18643.23,a,18643.23,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,9020.95,a,9020.95,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,3.61,a,3.61,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,61749.93,a,61749.93,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,99864.72,a,99864.72,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,16217.53,a,16217.53,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,36086.13,a,36086.13,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,66827.99,a,66827.99,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,8347,a,8347,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,0.6,a,0.6,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,0.2,a,0.2,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,6484.52,a,6484.52,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,19231.93,a,19231.93,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,1372.52,a,1372.52,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,7.68,a,7.68,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,8381.57,a,8381.57,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,117710.32,a,117710.32,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,1571.83,a,1571.83,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,150,a,150,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,6.6,a,6.6,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,1,a,1,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2.7,a,2.7,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,41191.03,a,41191.03,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,450658.64,a,450658.64,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,15478.75,a,15478.75,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,8282.31,a,8282.31,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,0.4,a,0.4,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2989.99,a,2989.99,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,5700.47,a,5700.47,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,209403.44,a,209403.44,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,36.81,a,36.81,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1.51,a,1.51,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,0.1,a,0.1,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,0.01,a,0.01,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,4709.6,a,4709.6,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,39652.79,a,39652.79,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,8913.53,a,8913.53,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,121,a,121,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,89542.1,a,89542.1,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,181028.7,a,181028.7,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,172367.66,a,172367.66,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,2190.92,a,2190.92,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,5.04,a,5.04,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,102177.55,a,102177.55,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,177236.33,a,177236.33,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,29369.83,a,29369.83,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2.1,a,2.1,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,483.7,a,483.7,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,1546.4,a,1546.4,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,24.45,a,24.45,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,0.2,a,0.2,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,6.91,a,6.91,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,172406.3,a,172406.3,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,177329.74,a,177329.74,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,1114.03,a,1114.03,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,70.01,a,70.01,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,25.02,a,25.02,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,239015.5804,a,239015.5804,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,87025.8842,a,87025.8842,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,3490.32,a,3490.32,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,24.02,a,24.02,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,23833.83,a,23833.83,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,116113.75,a,116113.75,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,138031.96,a,138031.96,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,21055.31,a,21055.31,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,721.51,a,721.51,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,1034.93,a,1034.93,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,431823.55,a,431823.55,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,73225.41,a,73225.41,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,31787.5,a,31787.5,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1.33,a,1.33,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,0.5,a,0.5,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,74297.65,a,74297.65,a
