Year,AnnÈe,ISO,Jurisdiction,Juridiction,Fire size class,Classe de superficie ‡ l'extinction ,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
1992,1992,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",223,a,223,a
1992,1992,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",133,a,133,a
1992,1992,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",44,a,44,a
1992,1992,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
1992,1992,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
1992,1992,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",346,a,346,a
1993,1993,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",115,a,115,a
1993,1993,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",72,a,72,a
1993,1993,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
1993,1993,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
1993,1993,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
1993,1993,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,1,a,1,a
1993,1993,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",333,a,333,a
1994,1994,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",153,a,153,a
1994,1994,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",87,a,87,a
1994,1994,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
1994,1994,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",21,a,21,a
1994,1994,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",15,a,15,a
1994,1994,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,3,a,3,a
1994,1994,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",218,a,218,a
1995,1995,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",272,a,272,a
1995,1995,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",184,a,184,a
1995,1995,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,13,a,13,a
1995,1995,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",92,a,92,a
1995,1995,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",43,a,43,a
1995,1995,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,21,a,21,a
1995,1995,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,1,a,1,a
1995,1995,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",639,a,639,a
1996,1996,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",219,a,219,a
1996,1996,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",228,a,228,a
1996,1996,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,24,a,24,a
1996,1996,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",107,a,107,a
1996,1996,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",76,a,76,a
1996,1996,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,50,a,50,a
1996,1996,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",546,a,546,a
1997,1997,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",213,a,213,a
1997,1997,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",95,a,95,a
1997,1997,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,13,a,13,a
1997,1997,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",32,a,32,a
1997,1997,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
1997,1997,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,32,a,32,a
1997,1997,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",472,a,472,a
1998,1998,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",191,a,191,a
1998,1998,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",102,a,102,a
1998,1998,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,11,a,11,a
1998,1998,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",16,a,16,a
1998,1998,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
1998,1998,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,17,a,17,a
1998,1998,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,1,a,1,a
1998,1998,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",496,a,496,a
1999,1999,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",238,a,238,a
1999,1999,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",139,a,139,a
1999,1999,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
1999,1999,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",32,a,32,a
1999,1999,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
1999,1999,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
1999,1999,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",609,a,609,a
2000,2000,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",113,a,113,a
2000,2000,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",77,a,77,a
2000,2000,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2000,2000,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",17,a,17,a
2000,2000,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
2000,2000,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,5,a,5,a
2000,2000,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",293,a,293,a
2001,2001,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",218,a,218,a
2001,2001,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",122,a,122,a
2001,2001,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2001,2001,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",25,a,25,a
2001,2001,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2001,2001,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
2001,2001,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",631,a,631,a
2002,2002,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",175,a,175,a
2002,2002,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",115,a,115,a
2002,2002,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,21,a,21,a
2002,2002,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",28,a,28,a
2002,2002,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",33,a,33,a
2002,2002,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,35,a,35,a
2002,2002,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,2,a,2,a
2002,2002,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",486,a,486,a
2003,2003,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",156,a,156,a
2003,2003,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",113,a,113,a
2003,2003,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2003,2003,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",48,a,48,a
2003,2003,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
2003,2003,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,10,a,10,a
2003,2003,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",362,a,362,a
2004,2004,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",67,a,67,a
2004,2004,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",38,a,38,a
2004,2004,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
2004,2004,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
2004,2004,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",203,a,203,a
2005,2005,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",317,a,317,a
2005,2005,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",206,a,206,a
2005,2005,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,24,a,24,a
2005,2005,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",50,a,50,a
2005,2005,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",42,a,42,a
2005,2005,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,50,a,50,a
2005,2005,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",685,a,685,a
2006,2006,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",163,a,163,a
2006,2006,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",105,a,105,a
2006,2006,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
2006,2006,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",41,a,41,a
2006,2006,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",23,a,23,a
2006,2006,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,13,a,13,a
2006,2006,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",335,a,335,a
2007,2007,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",225,a,225,a
2007,2007,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",150,a,150,a
2007,2007,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,10,a,10,a
2007,2007,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",55,a,55,a
2007,2007,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",37,a,37,a
2007,2007,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,32,a,32,a
2007,2007,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",426,a,426,a
2008,2008,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",52,a,52,a
2008,2008,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",26,a,26,a
2008,2008,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",13,a,13,a
2008,2008,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",2,a,2,a
2008,2008,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",129,a,129,a
2009,2009,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",112,a,112,a
2009,2009,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",75,a,75,a
2009,2009,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2009,2009,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",32,a,32,a
2009,2009,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
2009,2009,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,16,a,16,a
2009,2009,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",233,a,233,a
2010,2010,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",193,a,193,a
2010,2010,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",110,a,110,a
2010,2010,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,9,a,9,a
2010,2010,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",28,a,28,a
2010,2010,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
2010,2010,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,10,a,10,a
2010,2010,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,1,a,1,a
2010,2010,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",366,a,366,a
2011,2011,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",73,a,73,a
2011,2011,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",52,a,52,a
2011,2011,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",9,a,9,a
2011,2011,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",11,a,11,a
2011,2011,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,3,a,3,a
2011,2011,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",181,a,181,a
2012,2012,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",165,a,165,a
2012,2012,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",105,a,105,a
2012,2012,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2012,2012,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",30,a,30,a
2012,2012,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
2012,2012,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,8,a,8,a
2012,2012,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",468,a,468,a
2013,2013,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",97,a,97,a
2013,2013,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",73,a,73,a
2013,2013,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,14,a,14,a
2013,2013,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",30,a,30,a
2013,2013,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2013,2013,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,22,a,22,a
2013,2013,QC,Quebec,QuÈbec,Over 100 000,Over 100 000,5,a,5,a
2013,2013,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",258,a,258,a
2014,2014,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",64,a,64,a
2014,2014,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",35,a,35,a
2014,2014,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2014,2014,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",16,a,16,a
2014,2014,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
2014,2014,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,5,a,5,a
2014,2014,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",160,a,160,a
2015,2015,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",94,a,94,a
2015,2015,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",60,a,60,a
2015,2015,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",7,a,7,a
2015,2015,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
2015,2015,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
2015,2015,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",212,a,212,a
2016,2016,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",118,a,118,a
2016,2016,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",67,a,67,a
2016,2016,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",38,a,38,a
2016,2016,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",32,a,32,a
2016,2016,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,10,a,10,a
2016,2016,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",337,a,337,a
2017,2017,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",52,a,52,a
2017,2017,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",28,a,28,a
2017,2017,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2017,2017,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",8,a,8,a
2017,2017,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",10,a,10,a
2017,2017,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
2017,2017,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",211,a,211,a
2018,2018,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",127,a,127,a
2018,2018,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",75,a,75,a
2018,2018,QC,Quebec,QuÈbec,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2018,2018,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",32,a,32,a
2018,2018,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
2018,2018,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,17,a,17,a
2018,2018,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",321,a,321,a
2019,2019,QC,Quebec,QuÈbec,0.11 - 1.0 ha,"0,11 - 1 ha",72,a,72,a
2019,2019,QC,Quebec,QuÈbec,1.1 - 10 ha,"1,1 - 10 ha",29,a,29,a
2019,2019,QC,Quebec,QuÈbec,10.1 - 100 ha,"10,1 - 100 ha",14,a,14,a
2019,2019,QC,Quebec,QuÈbec,100.1 - 1 000 ha,"100,1 - 1 000 ha",7,a,7,a
2019,2019,QC,Quebec,QuÈbec,1000 - 10 000 ha,1000 - 10 000 ha,3,a,3,a
2019,2019,QC,Quebec,QuÈbec,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",232,a,232,a
1990,1990,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",254,a,254,a
1990,1990,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",94,a,94,a
1990,1990,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,7,a,7,a
1990,1990,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",51,a,51,a
1990,1990,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",21,a,21,a
1990,1990,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,18,a,18,a
1990,1990,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",452,a,452,a
1991,1991,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",190,a,190,a
1991,1991,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",104,a,104,a
1991,1991,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,6,a,6,a
1991,1991,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",52,a,52,a
1991,1991,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
1991,1991,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,17,a,17,a
1991,1991,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",368,a,368,a
1992,1992,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",179,a,179,a
1992,1992,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",97,a,97,a
1992,1992,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
1992,1992,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",44,a,44,a
1992,1992,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",20,a,20,a
1992,1992,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,4,a,4,a
1992,1992,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",352,a,352,a
1993,1993,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",200,a,200,a
1993,1993,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",88,a,88,a
1993,1993,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,6,a,6,a
1993,1993,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",61,a,61,a
1993,1993,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",32,a,32,a
1993,1993,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,18,a,18,a
1993,1993,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,1,a,1,a
1993,1993,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",239,a,239,a
1994,1994,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",231,a,231,a
1994,1994,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",100,a,100,a
1994,1994,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,17,a,17,a
1994,1994,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",50,a,50,a
1994,1994,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
1994,1994,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,25,a,25,a
1994,1994,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,2,a,2,a
1994,1994,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",255,a,255,a
1995,1995,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",198,a,198,a
1995,1995,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",95,a,95,a
1995,1995,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,23,a,23,a
1995,1995,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
1995,1995,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",32,a,32,a
1995,1995,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,32,a,32,a
1995,1995,SK,Saskatchewan,Saskatchewan,Over 100 000,Over 100 000,4,a,4,a
1995,1995,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",235,a,235,a
1996,1996,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",89,a,89,a
1996,1996,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
1996,1996,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",23,a,23,a
1996,1996,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",14,a,14,a
1996,1996,SK,Saskatchewan,Saskatchewan,1000 - 10 000 ha,1000 - 10 000 ha,3,a,3,a
1996,1996,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",241,a,241,a
1997,1997,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",126,a,126,a
1997,1997,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",81,a,81,a
1997,1997,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",28,a,28,a
1997,1997,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
1997,1997,SK,Saskatchewan,Saskatchewan,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",245,a,245,a
1998,1998,SK,Saskatchewan,Saskatchewan,0.11 - 1.0 ha,"0,11 - 1 ha",352,a,352,a
1998,1998,SK,Saskatchewan,Saskatchewan,1.1 - 10 ha,"1,1 - 10 ha",201,a,201,a
1998,1998,SK,Saskatchewan,Saskatchewan,10 000 - 100 000 ha,10 000 - 100 000 ha,21,a,21,a
1998,1998,SK,Saskatchewan,Saskatchewan,10.1 - 100 ha,"10,1 - 100 ha",107,a,107,a
1998,1998,SK,Saskatchewan,Saskatchewan,100.1 - 1 000 ha,"100,1 - 1 000 ha",67,a,67,a
