Year,AnnÈe,ISO,Jurisdiction,Juridiction,Month,Mois,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
1993,1993,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
1993,1993,MB,Manitoba,Manitoba,March,Mars,2,a,2,a
1993,1993,MB,Manitoba,Manitoba,April,Avril,39,a,39,a
1993,1993,MB,Manitoba,Manitoba,May,Mai,67,a,67,a
1993,1993,MB,Manitoba,Manitoba,June,Juin,97,a,97,a
1993,1993,MB,Manitoba,Manitoba,July,Juillet,24,a,24,a
1993,1993,MB,Manitoba,Manitoba,August,Ao˚t,6,a,6,a
1993,1993,MB,Manitoba,Manitoba,September,Septembre,3,a,3,a
1994,1994,MB,Manitoba,Manitoba,October,Octobre,7,a,7,a
1994,1994,MB,Manitoba,Manitoba,November,Novembre,1,a,1,a
1994,1994,MB,Manitoba,Manitoba,March,Mars,1,a,1,a
1994,1994,MB,Manitoba,Manitoba,April,Avril,49,a,49,a
1994,1994,MB,Manitoba,Manitoba,May,Mai,115,a,115,a
1994,1994,MB,Manitoba,Manitoba,June,Juin,170,a,170,a
1994,1994,MB,Manitoba,Manitoba,July,Juillet,82,a,82,a
1994,1994,MB,Manitoba,Manitoba,August,Ao˚t,73,a,73,a
1994,1994,MB,Manitoba,Manitoba,September,Septembre,57,a,57,a
1995,1995,MB,Manitoba,Manitoba,October,Octobre,21,a,21,a
1995,1995,MB,Manitoba,Manitoba,April,Avril,13,a,13,a
1995,1995,MB,Manitoba,Manitoba,May,Mai,154,a,154,a
1995,1995,MB,Manitoba,Manitoba,June,Juin,344,a,344,a
1995,1995,MB,Manitoba,Manitoba,July,Juillet,90,a,90,a
1995,1995,MB,Manitoba,Manitoba,August,Ao˚t,28,a,28,a
1995,1995,MB,Manitoba,Manitoba,September,Septembre,12,a,12,a
1996,1996,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,2,a,2,a
1996,1996,MB,Manitoba,Manitoba,October,Octobre,4,a,4,a
1996,1996,MB,Manitoba,Manitoba,April,Avril,1,a,1,a
1996,1996,MB,Manitoba,Manitoba,May,Mai,77,a,77,a
1996,1996,MB,Manitoba,Manitoba,June,Juin,103,a,103,a
1996,1996,MB,Manitoba,Manitoba,July,Juillet,155,a,155,a
1996,1996,MB,Manitoba,Manitoba,August,Ao˚t,59,a,59,a
1996,1996,MB,Manitoba,Manitoba,September,Septembre,23,a,23,a
1997,1997,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,1,a,1,a
1997,1997,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
1997,1997,MB,Manitoba,Manitoba,April,Avril,8,a,8,a
1997,1997,MB,Manitoba,Manitoba,May,Mai,83,a,83,a
1997,1997,MB,Manitoba,Manitoba,June,Juin,87,a,87,a
1997,1997,MB,Manitoba,Manitoba,July,Juillet,102,a,102,a
1997,1997,MB,Manitoba,Manitoba,August,Ao˚t,83,a,83,a
1997,1997,MB,Manitoba,Manitoba,September,Septembre,8,a,8,a
1998,1998,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,9,a,9,a
1998,1998,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
1998,1998,MB,Manitoba,Manitoba,November,Novembre,1,a,1,a
1998,1998,MB,Manitoba,Manitoba,April,Avril,110,a,110,a
1998,1998,MB,Manitoba,Manitoba,May,Mai,51,a,51,a
1998,1998,MB,Manitoba,Manitoba,June,Juin,52,a,52,a
1998,1998,MB,Manitoba,Manitoba,July,Juillet,136,a,136,a
1998,1998,MB,Manitoba,Manitoba,August,Ao˚t,106,a,106,a
1998,1998,MB,Manitoba,Manitoba,September,Septembre,50,a,50,a
1999,1999,MB,Manitoba,Manitoba,January,Janvier,2,a,2,a
1999,1999,MB,Manitoba,Manitoba,October,Octobre,5,a,5,a
1999,1999,MB,Manitoba,Manitoba,April,Avril,133,a,133,a
1999,1999,MB,Manitoba,Manitoba,May,Mai,104,a,104,a
1999,1999,MB,Manitoba,Manitoba,June,Juin,115,a,115,a
1999,1999,MB,Manitoba,Manitoba,July,Juillet,125,a,125,a
1999,1999,MB,Manitoba,Manitoba,August,Ao˚t,112,a,112,a
1999,1999,MB,Manitoba,Manitoba,September,Septembre,17,a,17,a
2000,2000,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,353,a,353,a
2001,2001,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,527,a,527,a
2002,2002,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,755,a,755,a
2003,2003,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,1207,a,1207,a
2004,2004,MB,Manitoba,Manitoba,Unspecified,IndÈterminÈ,3,a,3,a
2004,2004,MB,Manitoba,Manitoba,April,Avril,5,a,5,a
2004,2004,MB,Manitoba,Manitoba,May,Mai,8,a,8,a
2004,2004,MB,Manitoba,Manitoba,June,Juin,2,a,2,a
2004,2004,MB,Manitoba,Manitoba,July,Juillet,35,a,35,a
2004,2004,MB,Manitoba,Manitoba,August,Ao˚t,2,a,2,a
2005,2005,MB,Manitoba,Manitoba,October,Octobre,2,a,2,a
2005,2005,MB,Manitoba,Manitoba,April,Avril,30,a,30,a
2005,2005,MB,Manitoba,Manitoba,May,Mai,31,a,31,a
2005,2005,MB,Manitoba,Manitoba,June,Juin,22,a,22,a
2005,2005,MB,Manitoba,Manitoba,July,Juillet,140,a,140,a
2005,2005,MB,Manitoba,Manitoba,August,Ao˚t,21,a,21,a
2005,2005,MB,Manitoba,Manitoba,September,Septembre,2,a,2,a
2006,2006,MB,Manitoba,Manitoba,October,Octobre,6,a,6,a
2006,2006,MB,Manitoba,Manitoba,November,Novembre,1,a,1,a
2006,2006,MB,Manitoba,Manitoba,April,Avril,44,a,44,a
2006,2006,MB,Manitoba,Manitoba,May,Mai,26,a,26,a
2006,2006,MB,Manitoba,Manitoba,June,Juin,237,a,237,a
2006,2006,MB,Manitoba,Manitoba,July,Juillet,172,a,172,a
2006,2006,MB,Manitoba,Manitoba,August,Ao˚t,115,a,115,a
2006,2006,MB,Manitoba,Manitoba,September,Septembre,81,a,81,a
2007,2007,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
2007,2007,MB,Manitoba,Manitoba,April,Avril,37,a,37,a
2007,2007,MB,Manitoba,Manitoba,May,Mai,53,a,53,a
2007,2007,MB,Manitoba,Manitoba,June,Juin,71,a,71,a
2007,2007,MB,Manitoba,Manitoba,July,Juillet,161,a,161,a
2007,2007,MB,Manitoba,Manitoba,August,Ao˚t,50,a,50,a
2007,2007,MB,Manitoba,Manitoba,September,Septembre,9,a,9,a
2008,2008,MB,Manitoba,Manitoba,October,Octobre,2,a,2,a
2008,2008,MB,Manitoba,Manitoba,April,Avril,18,a,18,a
2008,2008,MB,Manitoba,Manitoba,May,Mai,154,a,154,a
2008,2008,MB,Manitoba,Manitoba,June,Juin,123,a,123,a
2008,2008,MB,Manitoba,Manitoba,July,Juillet,40,a,40,a
2008,2008,MB,Manitoba,Manitoba,August,Ao˚t,54,a,54,a
2008,2008,MB,Manitoba,Manitoba,September,Septembre,6,a,6,a
2009,2009,MB,Manitoba,Manitoba,October,Octobre,17,a,17,a
2009,2009,MB,Manitoba,Manitoba,April,Avril,2,a,2,a
2009,2009,MB,Manitoba,Manitoba,May,Mai,35,a,35,a
2009,2009,MB,Manitoba,Manitoba,June,Juin,72,a,72,a
2009,2009,MB,Manitoba,Manitoba,July,Juillet,21,a,21,a
2009,2009,MB,Manitoba,Manitoba,August,Ao˚t,11,a,11,a
2009,2009,MB,Manitoba,Manitoba,September,Septembre,26,a,26,a
2010,2010,MB,Manitoba,Manitoba,April,Avril,90,a,90,a
2010,2010,MB,Manitoba,Manitoba,May,Mai,62,a,62,a
2010,2010,MB,Manitoba,Manitoba,June,Juin,79,a,79,a
2010,2010,MB,Manitoba,Manitoba,July,Juillet,211,a,211,a
2010,2010,MB,Manitoba,Manitoba,August,Ao˚t,115,a,115,a
2010,2010,MB,Manitoba,Manitoba,September,Septembre,26,a,26,a
2011,2011,MB,Manitoba,Manitoba,October,Octobre,26,a,26,a
2011,2011,MB,Manitoba,Manitoba,November,Novembre,6,a,6,a
2011,2011,MB,Manitoba,Manitoba,April,Avril,5,a,5,a
2011,2011,MB,Manitoba,Manitoba,May,Mai,37,a,37,a
2011,2011,MB,Manitoba,Manitoba,June,Juin,38,a,38,a
2011,2011,MB,Manitoba,Manitoba,July,Juillet,104,a,104,a
2011,2011,MB,Manitoba,Manitoba,August,Ao˚t,82,a,82,a
2011,2011,MB,Manitoba,Manitoba,September,Septembre,17,a,17,a
2012,2012,MB,Manitoba,Manitoba,October,Octobre,6,a,6,a
2012,2012,MB,Manitoba,Manitoba,March,Mars,11,a,11,a
2012,2012,MB,Manitoba,Manitoba,April,Avril,51,a,51,a
2012,2012,MB,Manitoba,Manitoba,May,Mai,40,a,40,a
2012,2012,MB,Manitoba,Manitoba,June,Juin,61,a,61,a
2012,2012,MB,Manitoba,Manitoba,July,Juillet,263,a,263,a
2012,2012,MB,Manitoba,Manitoba,August,Ao˚t,43,a,43,a
2012,2012,MB,Manitoba,Manitoba,September,Septembre,22,a,22,a
2013,2013,MB,Manitoba,Manitoba,November,Novembre,1,a,1,a
2013,2013,MB,Manitoba,Manitoba,April,Avril,3,a,3,a
2013,2013,MB,Manitoba,Manitoba,May,Mai,69,a,69,a
2013,2013,MB,Manitoba,Manitoba,June,Juin,106,a,106,a
2013,2013,MB,Manitoba,Manitoba,July,Juillet,169,a,169,a
2013,2013,MB,Manitoba,Manitoba,August,Ao˚t,103,a,103,a
2013,2013,MB,Manitoba,Manitoba,September,Septembre,43,a,43,a
2014,2014,MB,Manitoba,Manitoba,October,Octobre,1,a,1,a
2014,2014,MB,Manitoba,Manitoba,April,Avril,5,a,5,a
2014,2014,MB,Manitoba,Manitoba,May,Mai,40,a,40,a
2014,2014,MB,Manitoba,Manitoba,June,Juin,49,a,49,a
2014,2014,MB,Manitoba,Manitoba,July,Juillet,45,a,45,a
2014,2014,MB,Manitoba,Manitoba,August,Ao˚t,94,a,94,a
2014,2014,MB,Manitoba,Manitoba,September,Septembre,11,a,11,a
2015,2015,MB,Manitoba,Manitoba,October,Octobre,2,a,2,a
2015,2015,MB,Manitoba,Manitoba,March,Mars,2,a,2,a
2015,2015,MB,Manitoba,Manitoba,April,Avril,47,a,47,a
2015,2015,MB,Manitoba,Manitoba,May,Mai,74,a,74,a
2015,2015,MB,Manitoba,Manitoba,June,Juin,151,a,151,a
2015,2015,MB,Manitoba,Manitoba,July,Juillet,169,a,169,a
2015,2015,MB,Manitoba,Manitoba,August,Ao˚t,13,a,13,a
2015,2015,MB,Manitoba,Manitoba,September,Septembre,1,a,1,a
2016,2016,MB,Manitoba,Manitoba,April,Avril,20,a,20,a
2016,2016,MB,Manitoba,Manitoba,May,Mai,56,a,56,a
2016,2016,MB,Manitoba,Manitoba,June,Juin,64,a,64,a
2016,2016,MB,Manitoba,Manitoba,July,Juillet,42,a,42,a
2016,2016,MB,Manitoba,Manitoba,August,Ao˚t,15,a,15,a
2016,2016,MB,Manitoba,Manitoba,September,Septembre,5,a,5,a
2017,2017,MB,Manitoba,Manitoba,October,Octobre,11,a,11,a
2017,2017,MB,Manitoba,Manitoba,April,Avril,6,a,6,a
2017,2017,MB,Manitoba,Manitoba,May,Mai,42,a,42,a
2017,2017,MB,Manitoba,Manitoba,June,Juin,27,a,27,a
2017,2017,MB,Manitoba,Manitoba,July,Juillet,140,a,140,a
2017,2017,MB,Manitoba,Manitoba,August,Ao˚t,298,a,298,a
2017,2017,MB,Manitoba,Manitoba,September,Septembre,33,a,33,a
2018,2018,MB,Manitoba,Manitoba,April,Avril,33,a,33,a
2018,2018,MB,Manitoba,Manitoba,May,Mai,172,a,172,a
2018,2018,MB,Manitoba,Manitoba,June,Juin,97,a,97,a
2018,2018,MB,Manitoba,Manitoba,July,Juillet,106,a,106,a
2018,2018,MB,Manitoba,Manitoba,August,Ao˚t,53,a,53,a
2018,2018,MB,Manitoba,Manitoba,September,Septembre,15,a,15,a
2019,2019,MB,Manitoba,Manitoba,April,Avril,20,a,20,a
2019,2019,MB,Manitoba,Manitoba,May,Mai,80,a,80,a
2019,2019,MB,Manitoba,Manitoba,June,Juin,59,a,59,a
2019,2019,MB,Manitoba,Manitoba,July,Juillet,84,a,84,a
2019,2019,MB,Manitoba,Manitoba,August,Ao˚t,34,a,34,a
2019,2019,MB,Manitoba,Manitoba,September,Septembre,1,a,1,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,4,a,4,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,March,Mars,1,a,1,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,April,Avril,42,a,42,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,May,Mai,71,a,71,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,June,Juin,100,a,100,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,114,a,114,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,32,a,32,a
1990,1990,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,13,a,13,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,7,a,7,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,April,Avril,91,a,91,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,May,Mai,154,a,154,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,June,Juin,150,a,150,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,141,a,141,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,92,a,92,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,20,a,20,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,14,a,14,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,April,Avril,50,a,50,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,May,Mai,345,a,345,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,June,Juin,78,a,78,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,24,a,24,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,42,a,42,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,23,a,23,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,April,Avril,60,a,60,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,May,Mai,195,a,195,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,June,Juin,40,a,40,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,32,a,32,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,72,a,72,a
1993,1993,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,28,a,28,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,137,a,137,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,22,a,22,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,April,Avril,41,a,41,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,May,Mai,89,a,89,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,June,Juin,37,a,37,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,48,a,48,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,104,a,104,a
1994,1994,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,40,a,40,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,11,a,11,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,April,Avril,28,a,28,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,May,Mai,71,a,71,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,June,Juin,116,a,116,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,89,a,89,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,156,a,156,a
1995,1995,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,74,a,74,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,13,a,13,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,March,Mars,1,a,1,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,April,Avril,26,a,26,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,May,Mai,75,a,75,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,June,Juin,129,a,129,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,11,a,11,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,74,a,74,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,37,a,37,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,45,a,45,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,April,Avril,16,a,16,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,May,Mai,72,a,72,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,June,Juin,68,a,68,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,77,a,77,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,75,a,75,a
1997,1997,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,13,a,13,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,7,a,7,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,April,Avril,67,a,67,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,May,Mai,61,a,61,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,June,Juin,29,a,29,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,44,a,44,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,73,a,73,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,5,a,5,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,7,a,7,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,December,DÈcembre,1,a,1,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,April,Avril,55,a,55,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,May,Mai,180,a,180,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,June,Juin,210,a,210,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,80,a,80,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,40,a,40,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,31,a,31,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,30,a,30,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,April,Avril,29,a,29,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,May,Mai,70,a,70,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,June,Juin,76,a,76,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,40,a,40,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,44,a,44,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,44,a,44,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,29,a,29,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,3,a,3,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,April,Avril,35,a,35,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,May,Mai,167,a,167,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,June,Juin,43,a,43,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,46,a,46,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,114,a,114,a
2001,2001,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,53,a,53,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,10,a,10,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,April,Avril,31,a,31,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,May,Mai,97,a,97,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,June,Juin,42,a,42,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,37,a,37,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,76,a,76,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,22,a,22,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,April,Avril,16,a,16,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,May,Mai,89,a,89,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,June,Juin,38,a,38,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,29,a,29,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,26,a,26,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,27,a,27,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,6,a,6,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,April,Avril,54,a,54,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,May,Mai,118,a,118,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,June,Juin,41,a,41,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,14,a,14,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,11,a,11,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,8,a,8,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,1,a,1,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,April,Avril,134,a,134,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,May,Mai,41,a,41,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,June,Juin,39,a,39,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,29,a,29,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,49,a,49,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,12,a,12,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,1,a,1,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,March,Mars,19,a,19,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,April,Avril,152,a,152,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,May,Mai,64,a,64,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,June,Juin,9,a,9,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,33,a,33,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,22,a,22,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,8,a,8,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,17,a,17,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,2,a,2,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,March,Mars,1,a,1,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,April,Avril,66,a,66,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,May,Mai,130,a,130,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,June,Juin,31,a,31,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,21,a,21,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,33,a,33,a
2007,2007,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,15,a,15,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,2,a,2,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,April,Avril,14,a,14,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,May,Mai,81,a,81,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,June,Juin,13,a,13,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,33,a,33,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,14,a,14,a
2008,2008,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,11,a,11,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,3,a,3,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,April,Avril,54,a,54,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,May,Mai,88,a,88,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,June,Juin,11,a,11,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,3,a,3,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,18,a,18,a
2009,2009,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,17,a,17,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,2,a,2,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,March,Mars,3,a,3,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,April,Avril,47,a,47,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,May,Mai,52,a,52,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,June,Juin,7,a,7,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,14,a,14,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,42,a,42,a
2010,2010,NB,New Brunswick,Nouveau-Brunswick,September,Septembre,11,a,11,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,April,Avril,23,a,23,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,May,Mai,25,a,25,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,June,Juin,7,a,7,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,11,a,11,a
2011,2011,NB,New Brunswick,Nouveau-Brunswick,August,Ao˚t,1,a,1,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,October,Octobre,3,a,3,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,November,Novembre,1,a,1,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,March,Mars,8,a,8,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,April,Avril,189,a,189,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,May,Mai,49,a,49,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,June,Juin,22,a,22,a
2012,2012,NB,New Brunswick,Nouveau-Brunswick,July,Juillet,26,a,26,a
